section,hscode,description,parent,level
VII,400129,"Rubber; natural (excluding latex, technically specified natural rubber and smoked sheets), in primary forms or in plates, sheets or strip",4001,6
VII,400130,"Balata, gutta-percha, guayule, chicle and similar natural gums; in primary forms or in plates, sheets or strip",4001,6
VII,4002,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip; mixtures of heading no. 4001 and 4002, in primary forms or in plates, sheets or strip",40,4
VII,400211,"Rubber; synthetic, styrene-butadiene rubber (SBR) and carboxylated styrene-butadiene rubber (XSBR) latex, in primary forms or in plates, sheets or strip",4002,6
VII,400219,"Rubber; synthetic, styrene-butadiene rubber (SBR) and carboxylated styrene-butadiene rubber (XSBR), (other than latex), in primary forms or in plates, sheets or strip",4002,6
VII,400220,"Rubber; synthetic, butadiene rubber (BR), in primary forms or in plates, sheets or strip",4002,6
VII,400231,"Rubber; synthetic, isobutene-isoprene (butyl) rubber (IIR), in primary forms or in plates, sheets or strip",4002,6
VII,400239,"Rubber; synthetic, halo-isobutene-isoprene rubber (CIIR or BIIR), in primary forms or in plates, sheets or strip",4002,6
VII,400241,"Rubber; synthetic, chloroprene (chlorobutadiene) rubber (CR), latex, in primary forms or in plates, sheets or strip",4002,6
VII,400249,"Rubber; synthetic, chloroprene (chlorobutadiene) rubber (CR), (other than latex), in primary forms or in plates, sheets or strip",4002,6
VII,400251,"Rubber; synthetic, acrylonitrile-butadiene rubber (NBR), latex, in primary forms or in plates, sheets or strip",4002,6
VII,400259,"Rubber; synthetic, acrylonitrile-butadiene rubber (NBR), (other than latex), in primary forms or in plates, sheets or strip",4002,6
VII,400260,"Rubber; synthetic, isoprene rubber (IR), in primary forms or in plates, sheets or strip",4002,6
VII,400270,"Rubber; synthetic, ethylene-propylene-non-conjugated diene rubber (EPDM), in primary forms or in plates, sheets or strip",4002,6
VII,400280,"Rubber; mixtures of natural and synthetic rubbers of heading no. 4001 and 4002, in primary forms or in plates, sheets or strip",4002,6
VII,400291,"Rubber; synthetic, n.e.c. in heading 4002, latex, in primary forms or in plates, sheets or strip",4002,6
VII,400299,"Rubber; synthetic, n.e.c. in heading 4002, (other than latex), in primary forms or in plates, sheets or strip",4002,6
VII,4003,"Reclaimed rubber in primary forms or in plates, sheets or strip",40,4
VII,400300,"Rubber; reclaimed rubber, in primary forms or in plates, sheets or strip",4003,6
VII,4004,"Waste, parings and scrap of rubber (other than hard rubber) and powders and granules obtained therefrom",40,4
VII,400400,"Rubber; waste, parings and scrap of rubber (other than hard rubber) and powders and granules obtained therefrom",4004,6
VII,4005,"Compounded rubber, unvulcanised, in primary forms or in plates, sheets or strip",40,4
VII,400510,"Rubber; unvulcanised, compounded with carbon black or silica, in primary forms or in plates, sheets or strip",4005,6
VII,400520,"Rubber; unvulcanised, compounded, solutions and dispersions other than those of item no. 4005.10",4005,6
VII,400591,"Rubber; unvulcanised, (compounded other than with carbon black or silica), in plates, sheets and strip",4005,6
VII,400599,"Rubber; unvulcanised, (compounded other than with carbon black or silica), in primary forms, (other than plates, sheets, strip, solutions or dispersions)",4005,6
VII,4006,"Unvulcanised rubber in other forms (e.g. rods, tubes and profile shapes) and articles (e.g. discs and rings)",40,4
VII,400610,"Rubber; unvulcanised, camel-back strips for retreading rubber tyres",4006,6
VII,400690,"Rubber; unvulcanised, other than camel back strips for retreading rubber tyres",4006,6
VII,4007,Vulcanised rubber thread and cord,40,4
VII,400700,"Rubber; vulcanised, thread and cord",4007,6
VII,4008,"Plates, sheets, strip, rods and profile shapes, of vulcanised rubber other than hard rubber",40,4
VII,400811,"Rubber; vulcanised (other than hard rubber), in plates, sheets and strip of cellular rubber",4008,6
VII,400819,"Rubber; vulcanised (other than hard rubber), cellular rubber, (other than in plates, sheets or strip)",4008,6
VII,400821,"Rubber; vulcanised (other than hard rubber), in plates, sheets and strip, of non-cellular rubber",4008,6
VII,400829,"Rubber; vulcanised (other than hard rubber), non-cellular rubber, in forms other than plates, sheets or strip",4008,6
VII,4009,"Tubes, pipes and hoses, of vulcanised rubber (other than hard rubber), with or without their fittings (e.g. joints, elbows, flanges)",40,4
VII,400911,"Rubber; vulcanised (other than hard rubber), tubing, piping and hoses, not reinforced or otherwise combined with other materials, without fittings",4009,6
VII,400912,"Rubber; vulcanised (other than hard rubber), tubing, piping and hoses, not reinforced or otherwise combined with other materials, with fittings",4009,6
VII,400921,"Rubber; vulcanised (other than hard rubber), tubing, piping and hoses, reinforced or otherwise combined only with metal, without fittings",4009,6
VII,400922,"Rubber; vulcanised (other than hard rubber), tubing, piping and hoses, reinforced or otherwise combined only with metal, with fittings",4009,6
VII,400931,"Rubber; vulcanised (other than hard rubber), tubing, piping and hoses, reinforced or otherwise combined only with textile materials, without fittings",4009,6
VII,400932,"Rubber; vulcanised (other than hard rubber), tubing, piping and hoses, reinforced or otherwise combined only with textile materials, with fittings",4009,6
VII,400941,"Rubber; vulcanised (other than hard rubber), tubing, piping and hoses, reinforced or otherwise combined with materials other than metal or textiles, without fittings",4009,6
VII,400942,"Rubber; vulcanised (other than hard rubber), tubing, piping and hoses, reinforced or otherwise combined with materials other than metal or textiles, with fittings",4009,6
VII,4010,"Conveyor or transmission belts or belting, of vulcanised rubber",40,4
VII,401011,"Rubber; vulcanised, conveyor belts or belting, reinforced only with metal",4010,6
VII,401012,"Rubber; vulcanised, conveyor belts or belting, reinforced only with textile materials",4010,6
VII,401019,"Rubber; vulcanised, conveyor belts or belting, (reinforced with other than metal only or textile materials only)",4010,6
VII,401031,"Rubber; vulcanised, endless transmission belts of trapezoidal cross-section (V-belts), V-ribbed, of an outside circumference exceeding 60cm but not exceeding 180 cm",4010,6
VII,401032,"Rubber; vulcanised, endless transmission belts of trapezoidal cross-section (V-belts), other than V-ribbed, of an outside circumference exceeding 60cm but not exceeding 180 cm",4010,6
VII,401033,"Rubber; vulcanised, endless transmission belts of trapezoidal cross-section (V-belts), V-ribbed, of an outside circumference exceeding 180cm but not exceeding 240 cm",4010,6
VII,401034,"Rubber; vulcanised, endless transmission belts of trapezoidal cross-section (V-belts), other than V-ribbed, of an outside circumference exceeding 180cm but not exceeding 240 cm",4010,6
VII,401035,"Rubber; vulcanised, endless synchronous belts, of an outside circumference exceeding 60 cm but not exceeding 150 cm",4010,6
VII,401036,"Rubber; vulcanised, endless synchronous belts, of an outside circumference exceeding 150 cm but not exceeding 198 cm",4010,6
VII,401039,"Rubber; vulcanised, conveyor or transmission belts or belting, n.e.c. in heading no. 4010",4010,6
VII,4011,"New pneumatic tyres, of rubber",40,4
VII,401110,"Rubber; new pneumatic tyres, of a kind used on motor cars (including station wagons and racing cars)",4011,6
VII,401120,"Rubber; new pneumatic tyres, of a kind used on buses or lorries",4011,6
VII,401130,"Rubber; new pneumatic tyres, of a kind used on aircraft",4011,6
VII,401140,"Rubber; new pneumatic tyres, of a kind used on motorcycles",4011,6
VII,401150,"Rubber; new pneumatic tyres, of a kind used on bicycles",4011,6
VII,401170,"Rubber; new pneumatic tyres, of a kind used on agricultural or forestry vehicles and machines",4011,6
VII,401180,"Rubber; new pneumatic tyres, of a kind used on construction, mining or industrial handling vehicles and machines",4011,6
VII,401190,"Rubber; new pneumatic tyres, of a kind used on light commercial vehicles",4011,6
VII,4012,"Retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads and tyre flaps, of rubber",40,4
VII,401211,Retreaded tyres; of a kind used on motor cars (including station wagons and racing cars),4012,6
VII,401212,Retreaded tyres; of a kind used on motor buses or lorries,4012,6
VII,401213,Retreaded tyres; of a kind used on aircraft,4012,6
VII,401219,"Retreaded tyres; other than of a kind used on motor cars (including station wagons and racing cars), buses and lorries and aircraft",4012,6
VII,401220,Rubber; used pneumatic tyres,4012,6
VII,401290,Rubber; tyres n.e.c. in heading no. 4012,4012,6
VII,4013,"Inner tubes, of rubber",40,4
VII,401310,"Rubber; inner tubes, of a kind used on motorcars (including station wagons and racing cars), buses and lorries",4013,6
VII,401320,"Rubber; inner tubes, of a kind used on bicycles",4013,6
VII,401390,"Rubber; inner tubes, n.e.c. in heading no. 4013",4013,6
VII,4014,"Hygienic or pharmaceutical articles (including teats), of vulcanised rubber other than hard rubber, with or without fittings of hard rubber",40,4
VII,401410,"Rubber; vulcanised (other than hard rubber), sheath contraceptives",4014,6
VII,401490,"Rubber; vulcanised (other than hard rubber), hygienic or pharmaceutical articles (excluding sheath contraceptives), with or without fittings of hard rubber",4014,6
VII,4015,"Articles of apparel and clothing accessories (including gloves, mittens and mitts), for all purposes, of vulcanised rubber other than hard rubber",40,4
VII,401512,"Rubber; vulcanised (other than hard rubber), gloves, of a kind used for medical, surgical, dental or veterinary purposes",4015,6
VII,401519,"Rubber; vulcanised (other than hard rubber), gloves, mittens and mitts other than surgical gloves",4015,6
VII,401590,"Rubber; vulcanised (other than hard rubber), articles of apparel and clothing accessories (other than gloves, mittens and mitts)",4015,6
VII,4016,"Articles of vulcanised rubber other than hard rubber, n.e.c. in chapter 40",40,4
VII,401610,"Rubber; vulcanised (other than hard rubber), moulded rubber mats and mats of non-rectangular shape made by cutting from the piece, of cellular rubber",4016,6
VII,401691,"Rubber; vulcanised (other than hard rubber), floor coverings and mats, of non-cellular rubber",4016,6
VII,401692,"Rubber; vulcanised (other than hard rubber), erasers, of non-cellular rubber",4016,6
VII,401693,"Rubber; vulcanised (other than hard rubber), gaskets, washers and other seals, of non-cellular rubber",4016,6
VII,401694,"Rubber; vulcanised (other than hard rubber), boat or dock fenders, whether or not inflatable, of non-cellular rubber",4016,6
VII,401695,"Rubber; vulcanised (other than hard rubber), inflatable articles (other than boat or dock fenders), of non-cellular rubber",4016,6
VII,401699,"Rubber; vulcanised (other than hard rubber), articles n.e.c. in heading no. 4016, of non-cellular rubber",4016,6
VII,4017,"Hard rubber (e.g. ebonite) in all forms, including waste and scrap; articles of hard rubber",40,4
VII,401700,"Rubber; ebonite and other hard rubbers in all forms, including waste and scrap, and articles of hard rubber",4017,6
VIII,41,Raw hides and skins (other than furskins) and leather,TOTAL,2
VIII,4101,"Raw hides and skins of bovine (including buffalo) or equine animals (fresh, salted, dried, limed, pickled, otherwise preserved but not tanned, parchment dressed or further prepared), whether or not dehaired or split",41,4
VIII,410120,"Raw hides and skins; whole, unsplit, of bovine or equine animals, of a weight per skin not exceeding 8kg when simply dried, 10kg when dry-salted or 16kg when fresh, wet-salted or otherwise preserved",4101,6
VIII,410150,"Hides and skins; raw, whole, of bovine or equine animals, of a weight per skin exceeding 16 kg",4101,6
VIII,410190,"Hides and skins; other than whole, but including butts, bends and bellies, of bovine (including. buffalo) and equine animals, fresh, salted or preserved, but not tanned, parchment dressed or further prepared, whether or not dehaired or split",4101,6
VIII,4102,"Raw skins of sheep or lambs (fresh, salted, dried, limed, pickled or otherwise preserved, but not further prepared), whether or not with wool on or split",41,4
VIII,410210,"Skins; raw, of sheep or lambs, fresh, or salted, dried, limed, pickled or otherwise preserved, (but not tanned, parchment-dressed or further prepared), with wool on",4102,6
VIII,410221,"Skins; raw, of sheep or lambs, pickled (but not tanned, parchment-dressed or further preserved), without wool on",4102,6
VIII,410229,"Hides and skins; raw, of animals n.e.c. in this chapter, fresh, salted, dried, limed, pickled or otherwise preserved, (but not tanned, parchment-dressed or further prepared), whether or not dehaired or split",4102,6
VIII,4103,"Raw hides and skins n.e.c in headings no. 4101, 4102; fresh, salted, dried, pickled or otherwise preserved, not further prepared, whether or not dehaired or split",41,4
VIII,410320,"Hides and skins; raw, of reptiles (fresh or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split",4103,6
VIII,410330,"Hides and skins; raw, of swine, (fresh or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split",4103,6
VIII,410390,"Hides and skins; raw, of animals n.e.c. in this chapter, fresh, salted, dried, limed, pickled or otherwise preserved, (but not tanned, parchment-dressed or further prepared), whether or not dehaired or split",4103,6
VIII,4104,"Tanned or crust hides and skins of bovine (including buffalo) or equine animals, without hair on, whether or not split, but not further prepared",41,4
VIII,410411,"Tanned or crust hides and skins; without hair on, bovine or equine, in the wet state (including wet-blue), full grains, unsplit; grain splits",4104,6
VIII,410419,"Tanned or crust hides and skins; bovine or equine, without hair on, in the wet state (including wet-blue), excluding full grains, unsplit; grain splits",4104,6
VIII,410441,"Tanned or crust hides and skins; bovine or equine, without hair on, in the dry state (crust), full grains, unsplit; grain splits",4104,6
VIII,410449,"Tanned or crust hides and skins; bovine or equine, without hair on, in the dry state (crust), (other than full grains, unsplit; grain splits)",4104,6
VIII,4105,"Tanned or crust skins of sheep and lambs, without wool on, whether or not split, but not further prepared",41,4
VIII,410510,"Tanned or crust skins of sheep or lambs, without wool on, whether or not split, but not further prepared, in the wet state (including wet-blue)",4105,6
VIII,410530,"Tanned or crust skins; of sheep or lambs, without wool on, whether or not split, but not further prepared, in the dry state (crust)",4105,6
VIII,4106,"Tanned or crust hides and skins of other animals, without wool or hair on, whether or not split, but not further prepared",41,4
VIII,410621,"Tanned or crust hides and skins; of goats or kids, without wool or hair on, whether or not split, but not further prepared, in the wet state (including wet-blue)",4106,6
VIII,410622,"Tanned or crust hides and skins; of goats or kids, without hair on, whether or not split, but not further prepared, in the dry state (crust)",4106,6
VIII,410631,"Tanned or crust hides and skins; of swine, without hair on, whether or not split, but not further prepared, in the wet state (including wet-blue)",4106,6
VIII,410632,"Tanned or crust hides and skins; of swine, without hair on, whether or not split, but not further prepared, in the dry state (crust)",4106,6
VIII,410640,"Tanned or crust hides and skins; of reptiles, whether or not split, but not further prepared",4106,6
VIII,410691,"Tanned or crust hides and skins; of animals other than equine, ovine, bovine, goats or kids, swine and reptiles, without wool or hair on, whether or not split, but not further prepared, in the wet state (including wet-blue)",4106,6
VIII,410692,"Tanned or crust hides and skins; of animals other than equine, ovine, bovine, goats or kids, swine and reptiles, without wool or hair on, whether or not split, but not further prepared, in the dry state (crust)",4106,6
VIII,4107,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of bovine (including buffalo) or equine animals, without hair on, whether or not split, other than leather of heading 41.14",41,4
VIII,410711,"Leather; further prepared after tanning or crusting, including parchment-dressed leather, of bovine (including buffalo) or equine animals, without hair on, other than leather of heading 41.14, whole hides and skins, full grain, unsplit",4107,6
VIII,410712,"Leather; further prepared after tanning or crusting, including parchment-dressed leather, of bovine (including buffalo) or equine animals, without hair on, other than leather of heading 41.14, whole hides and skins, grain splits",4107,6
VIII,410719,"Leather; further prepared after tanning or crusting, including parchment-dressed, of bovine (including buffalo) or equine animals, without hair on, split or not, other than leather of heading 41.14, (other than grain splits and full grains, unsplit)",4107,6
VIII,410791,"Leather; further prepared after tanning or crusting, including parchment-dressed, of bovine (including buffalo) or equine animals, without hair on, other than leather of heading 41.14, not whole hides and skins, but including sides, full grain, unsplit",4107,6
VIII,410792,"Leather; further prepared after tanning or crusting, including parchment-dressed, of bovine (including buffalo) or equine animals, without hair on, other than leather of heading 41.14, not whole hides and skins, but including sides, grain splits",4107,6
VIII,410799,"Leather; further prepared after tanning or crusting, incl. parchment-dressed, of bovine (including buffalo) or equine animals, no hair, excluding leather of heading 41.14, and whole hides and skins, and sides, (full grains, unsplit and grain splits)",4107,6
VIII,4112,"Leather further prepared after tanning or crusting, including parchment dressed leather, of sheep or lamb, without wool on, whether or not split, other than leather of heading 41.14",41,4
VIII,411200,"Leather; further prepared after tanning or crusting, including parchment dressed leather, of sheep or lamb, without wool on, whether or not split, other than leather of heading 41.14",4112,6
VIII,4113,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of animals (other than ovine), without wool or hair on, whether or not split, other than leather of heading 41.14",41,4
VIII,411310,"Leather; further prepared after tanning or crusting, including parchment-dressed leather, without hair on, whether or not split, other than leather of heading 41.14, of goats and kids",4113,6
VIII,411320,"Leather; further prepared after tanning or crusting, including parchment-dressed leather, without hair on, whether or not split, other than leather of heading 41.14, of swine",4113,6
VIII,411330,"Leather; further prepared after tanning or crusting, including parchment-dressed leather, of reptiles, whether or not split, other than leather of heading 41.14",4113,6
VIII,411390,"Leather; further prepared after tanning or crusting, including parchment-dressed leather, of animals (other than sheep and lambs, goats and kids, swine and reptiles), without wool or hair on, whether or not split, other than leather of heading 41.14",4113,6
VIII,4114,Chamois (including combination chamois) leather; patent leather and patent laminated leather; metallised leather,41,4
VIII,411410,Leather; chamois (including combination chamois),4114,6
VIII,411420,Leather; patent leather and laminated patent leather; metallised leather,4114,6
VIII,4115,"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, in rolls or not; parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour",41,4
VIII,411510,"Leather; composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether or not in rolls",4115,6
VIII,411520,"Leather; parings and other waste, of leather or composition leather; not suitable for the manufacture of leather articles; leather dust, powder and flour",4115,6
VIII,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",TOTAL,2
VIII,4201,"Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like) of any material",42,4
VIII,420100,"Saddlery and harness; for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like), of any materials",4201,6
VIII,4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",42,4
VIII,420211,"Cases and containers; trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels and similar containers, with outer surface of leather or of composition leather",4202,6
VIII,420212,"Cases and containers; trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels and similar containers, with outer surface of plastics or of textile materials",4202,6
VIII,420219,"Cases and containers; trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels and similar containers, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",4202,6
VIII,420221,"Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather",4202,6
VIII,420222,"Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of sheeting of plastics or of textile materials",4202,6
VIII,420229,"Cases and containers; handbags (whether or not with shoulder strap and including those without handle), of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",4202,6
VIII,420231,"Cases and containers; of a kind normally carried in the pocket or in the handbag, with outer surface of leather or of composition leather",4202,6
VIII,420232,"Cases and containers; of a kind normally carried in the pocket or in the handbag, with outer surface of sheeting of plastics or of textile materials",4202,6
VIII,420239,"Cases and containers; of a kind normally carried in the pocket or in the handbag, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",4202,6
VIII,420291,"Cases and containers; n.e.c. in heading 4202, with outer surface of leather or of composition leather",4202,6
VIII,420292,"Cases and containers; n.e.c. in heading 4202, with outer surface of sheeting of plastics or of textile materials",4202,6
VIII,420299,"Cases and containers; n.e.c. in heading 4202, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",4202,6
VIII,4203,"Articles of apparel and clothing accessories, of leather or of composition leather",42,4
VIII,420310,"Apparel; articles of apparel, of leather or of composition leather",4203,6
VIII,420321,"Clothing accessories; gloves, mittens and mitts, specially designed for use in sports, of leather or composition leather, padded",4203,6
VIII,420329,"Clothing accessories; gloves, mittens and mitts, n.e.c. in heading no. 4203, of leather or composition leather, not specially designed for use in sports",4203,6
VIII,420330,"Clothing accessories; belts and bandoliers, of leather or of composition leather",4203,6
VIII,420340,"Clothing accessories; of leather or of composition leather, n.e.c. in heading no. 4203",4203,6
VIII,4205,Leather or composition leather articles n.e.c. in chapter 42,42,4
VIII,420500,"Leather articles; n.e.c. in chapter 42, of leather or composition leather",4205,6
VIII,4206,"Articles of gut (other than silk-worm gut), of goldbeater's skin, of bladders or of tendons",42,4
VIII,420600,"Articles of gut (other than silk-worm gut), of goldbeater's skin, of bladders or of tendons",4206,6
VIII,43,Furskins and artificial fur; manufactures thereof,TOTAL,2
VIII,4301,"Raw furskins (including heads, tails, paws, other pieces or cuttings, suitable for furriers' use), excluding raw hides and skins of heading no. 4101, 4102 or 4103",43,4
VIII,430110,"Furskins; raw, of mink, whole, with or without head, tail or paws",4301,6
VIII,430130,"Furskins; raw, of Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb, whole, with or without head, tail or paws",4301,6
VIII,430160,"Furskins; raw, of fox, whole, with or without head, tail or paws",4301,6
VIII,430180,"Furskins; raw, of animals n.e.c. in heading no. 4301, whole, with or without head, tail or paws (excluding goods of heading no. 4101, 4102 and 4103)",4301,6
VIII,430190,"Furskins; raw, heads, tails, paws and other pieces or cuttings, suitable for furrier's use, excluding goods of heading no. 4101, 4102 and 4103",4301,6
VIII,4302,"Tanned or dressed furskins (including heads, tails, paws, other pieces, cuttings), unassembled, or assembled (without addition of other materials), excluding those of heading no. 4303",43,4
VIII,430211,"Furskins; tanned or dressed, of mink, whole, with or without head, tail or paws, not assembled",4302,6
VIII,430219,"Furskins; tanned or dressed, whole, with or without head, tail or paws, not assembled, n.e.c. in heading no. 4302, excluding goods or heading no. 4303",4302,6
VIII,430220,"Furskins; tanned or dressed, heads, tails, paws and other pieces or cuttings, not assembled, excluding goods of heading no. 4303",4302,6
VIII,430230,"Furskins; tanned or dressed, whole skins and pieces or cuttings thereof, assembled, excluding goods of heading no. 4303",4302,6
VIII,4303,"Articles of apparel, clothing accessories and other articles of furskin",43,4
VIII,430310,Furskin articles; apparel and clothing accessories,4303,6
VIII,430390,Furskin articles; other than apparel and clothing accessories,4303,6
VIII,4304,Artificial fur and articles thereof,43,4
VIII,430400,"Fur, artificial; articles thereof",4304,6
IX,44,Wood and articles of wood; wood charcoal,TOTAL,2
IX,4401,"Fuel wood, in logs, billets, twigs, faggots or similar forms; wood in chip or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms",44,4
IX,440111,"Wood; for fuel, in logs, in billets, in twigs, in faggots or similar forms, whether or not agglomerated, coniferous",4401,6
IX,440112,"Wood; for fuel, in logs, in billets, in twigs, in faggots or similar forms, whether or not agglomerated, non-coniferous",4401,6
IX,440121,"Wood; for fuel, in chips or particles, coniferous, whether or not agglomerated",4401,6
IX,440122,"Wood; for fuel, in chips or particles, non-coniferous, whether or not agglomerated",4401,6
IX,440131,"Wood; for fuel, sawdust and wood waste and scrap, agglomerated in wood pellets",4401,6
IX,440132,"Wood; for fuel, sawdust and wood waste and scrap, agglomerated in wood briquettes",4401,6
IX,440139,"Wood; for fuel, sawdust and wood waste and scrap, agglomerated in logs or similar forms, other than wood pellets or wood briquettes",4401,6
IX,440141,"Wood; for fuel, sawdust and wood waste and scrap, not agglomerated; sawdust",4401,6
IX,440149,"Wood; for fuel, sawdust and wood waste and scrap, not agglomerated and not including sawdust",4401,6
IX,4402,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated",44,4
IX,440210,"Wood; charcoal of bamboo, whether or not agglomerated",4402,6
IX,440220,"Wood; charcoal of nut or shell, whether or not agglomerated",4402,6
IX,440290,"Wood; charcoal of wood other than bamboo, nut or shell, whether or not agglomerated",4402,6
IX,4403,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared",44,4
IX,440311,"Wood; coniferous species, in the rough, whether or not stripped of bark or sapwood, or roughly squared; treated with paint, stains, creosote or other preservatives",4403,6
IX,440312,"Wood; non-coniferous species, in the rough, whether or not stripped of bark or sapwood, or roughly squared; treated with paint, stains, creosote or other preservatives",4403,6
IX,440321,"Wood; coniferous species, of pine (Pinus spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more",4403,6
IX,440322,"Wood; coniferous species, of pine (Pinus spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which any cross-sectional dimension is less than 15 cm",4403,6
IX,440323,"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more",4403,6
IX,440324,"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which any cross-sectional dimension is less than 15 cm",4403,6
IX,440325,"Wood; coniferous species n.e.c. in headings 4403.21 or 4403.23, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more",4403,6
IX,440326,"Wood; coniferous species n.e.c in headings 4403.22 or 4403.24, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which any cross-sectional dimension is less than 15 cm",4403,6
IX,440341,"Wood, tropical; as specified in Subheading Note 2 to this Chapter, dark red meranti, light red meranti and meranti bakau, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",4403,6
IX,440342,"Wood, tropical; teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",4403,6
IX,440349,"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",4403,6
IX,440391,"Wood; oak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",4403,6
IX,440393,"Wood; of beech (Fagus spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more",4403,6
IX,440394,"Wood; of beech (Fagus spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which any cross-sectional dimension is less than 15 cm",4403,6
IX,440395,"Wood; of birch (Betula spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more",4403,6
IX,440396,"Wood; of birch (Betula spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which any cross-sectional dimension is less than 15 cm",4403,6
IX,440397,"Wood; of poplar and aspen (Populus spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",4403,6
IX,440398,"Wood; of eucalyptus (Eucalyptus spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",4403,6
IX,440399,"Wood; in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, n.e.c. in heading no. 4403",4403,6
IX,4404,"Hoopwood; split poles; piles, pickets, stakes of wood, pointed, not sawn lengthwise; wooden sticks, roughly trimmed, not turned, bent, etc., suitable for walking sticks, umbrellas, tool handles, etc.",44,4
IX,440410,"Wood; coniferous, split poles, piles, pickets, stakes, pointed but not sawn lengthwise; sticks for umbrellas, tool handles etc, roughly trimmed but not turned or bent; chipwood etc, hoopwood",4404,6
IX,440420,"Wood; non-coniferous, split poles, piles, pickets, stakes, pointed but not sawn lengthwise; sticks for umbrellas, tool handles etc, roughly trimmed but not turned or bent; chipwood etc, hoopwood",4404,6
IX,4405,Wood wool; wood flour,44,4
IX,440500,Wood; wood wool and wood flour,4405,6
IX,4406,Railway or tramway sleepers (cross-ties) of wood,44,4
IX,440611,"Wood; railway or tramway sleepers (cross-ties), not impregnated, coniferous",4406,6
IX,440612,"Wood; railway or tramway sleepers (cross-ties), not impregnated, non-coniferous",4406,6
IX,440691,"Wood; railway or tramway sleepers (cross-ties), impregnated, coniferous",4406,6
IX,440692,"Wood; railway or tramway sleepers (cross-ties), impregnated, non-coniferous",4406,6
IX,4407,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, of a thickness exceeding 6mm",44,4
IX,440711,"Wood; coniferous species, of pine (Pinus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, of a thickness exceeding 6mm",4407,6
